House 1,House 2,House 3,House 4,House 5,House 6,House 7,House 8,House 9,House 10,House 11,House 12,House 13,House 14,House 15,House 16,House 17,House 18,House 19,House 20,House 21,House 22,House 23,House 24,House 25,House 26,House 27,House 28,House 29,House 30,House 31,House 32,House 33,House 34,House 35,House 36,House 37,House 38,House 39,House 40,House 41,House 42,House 43,House 44,House 45,House 46,House 47,House 48,House 49,House 50,House 51,House 52,House 53,House 54,House 55,House 56,House 57,House 58,House 59,House 60,House 61,House 62,House 63,House 64,House 65,House 66,House 67,House 68,House 69,House 70,House 71,House 72,House 73,House 74,House 75,House 76,House 77,House 78,House 79,House 80,House 81,House 82,House 83,House 84,House 85,House 86,House 87,House 88,House 89,House 90,House 91,House 92
0.9153703032977778,0.30939211536832545,0.3169933979718992,0.22667997742659013,0.21199546668303237,0.07613331565042514,0.1196687596870838,0.19117410718060693,0.07699365147443915,0.0982011690035074,0.10345629531276343,0.03029447220495641,0.3233951271903647,0.07450206189424412,0.09812691674018688,0.16018322369513635,0.11059906581229213,0.36718762455653264,0.15372211087428347,0.17664546919105156,0.10148956384238086,0.04080010097518065,0.1917083221914473,0.23713957371483407,0.10823045118793098,0.1441673844328456,0.3476380221901896,1.5895077140706673,0.1142227340108923,0.14124292648315895,0.08015143105287163,0.13643636982806717,0.05996000105470157,0.08092470183606254,0.1447317475288296,0.27440289677641705,0.14484596751423412,0.44717504595331803,0.18682024799748115,0.2762740627564062,0.17688612707400825,0.34470247389609865,0.18302887062054005,0.3588286127709344,0.09707898145478577,0.07106856315079688,0.1562860132487687,0.08418367051220696,0.1222771602644788,0.2251234329450653,0.2033572417933593,0.06162530331023653,0.028779233670661396,0.10733453513216604,0.20590564658591032,0.2170148016436137,0.17550685827558016,0.2540723223844019,0.03305574117175264,0.17138632551393984,0.08424448070294764,0.08772893996571757,0.12704504368831074,0.12843018537103412,0.1434889382987274,0.0320866006523756,0.2741820791818418,0.33228222267493285,0.02455509978034097,0.1890808474641102,0.18462373523970937,0.4866995484533979,0.6047186242605469,0.10036329605121219,0.11141215402619098,0.21153026412207404,0.1566489786772362,0.22609433285174918,0.07196182552122082,0.12044873031818516,0.1813779756913373,0.17243555763008497,0.20660100025518127,0.12019396457339482,0.27952051256777666,0.14266547766459284,0.036947791098133065,0.08058842332339017,0.2048897452460033,0.09523543156649941,0.40440009319364406,0.057180722286815984
0.37737774960783455,0.4319146332798419,0.41538770267473374,0.4968706201262894,0.1703470711032212,0.12522500116937782,0.2628547495334045,0.11196466022464696,0.10254585992674084,0.14022748432563575,0.14773160214458061,0.030262649945664476,0.46179577686548867,0.09922737598432868,0.04910584269611842,0.22550933587255284,0.19760607457161394,0.37407317192829115,0.27465352154315836,0.24659892497703115,0.1435274921730299,0.03085480837346302,0.214818909928555,0.4236945397613488,0.12127771647831086,0.2029618980562517,0.7620043094501141,0.655302932550071,0.10608080819634538,0.1438915311642131,0.08981374856954316,0.22441219622844533,0.09862293712081316,0.2866928656266249,0.5127428152932474,0.3403564029917565,0.11346714249735422,0.2432037226348464,0.10941474187381038,0.34267730896553195,0.24693488590201912,0.7555697415722873,0.23984077452918096,0.32607565255366283,0.11765567070577569,0.05518853070071744,0.2047969718579249,0.18491106354866949,0.17070019632290756,0.3214675852128597,0.15791774709321935,0.05033393591055071,0.02350612533039189,0.15110783249006923,0.12059245939905378,0.4766772170133087,0.3847018272094421,0.258836717736079,0.059060311287722864,0.3756698355365562,0.06725154881020592,0.11495987949149503,0.15758067642746626,0.18080673581730475,0.20031206060706708,0.045172196167661105,0.3400825112687105,0.19460724419830522,0.034569189681735016,0.3738172758298563,0.404685543293272,0.26469979275391387,0.4827409907041637,0.16507876687103773,0.11350136840334624,0.4646303240706515,0.09174437862322565,0.17557431129388293,0.1285733632180046,0.2152043564789875,0.2590007583551691,0.1350798391215195,0.19187424702295283,0.16779203332110146,0.4994160741331048,0.20084748188932655,0.036908979984982306,0.0625812099967222,0.4050718380023771,0.15664439315949447,0.4119834533414468,0.028615059426572893
1.1087675522817197,0.37872714497433246,0.22562503672091253,1.4079878406076791,0.11902499811006194,0.2372287156476642,0.12482473926689999,0.17639584068699132,0.17224804182133951,0.11680596963690021,0.14367287191964356,0.04984457973078534,0.3418437840621652,0.11690578011538658,0.021963548098708922,0.2720919769493483,0.09563635383972718,0.3549994983738732,0.11402791556297331,0.29618832501590664,0.08122545210011237,0.042771052678028096,0.19763519498838072,0.16354020668296393,0.12431344286720919,0.22923397870638157,2.0486514485804475,1.8785226373964559,0.051924713403891314,0.1648642616537414,0.09749850009967925,0.3850150710431943,0.15257750386722568,0.07160126058449556,0.08275954680111344,0.18762505407153252,0.10954477082846713,0.25590498197387035,0.1396508477215505,0.2452224610867323,0.22695398186410323,1.8716749694803108,0.10980664290937697,0.16321822016090312,0.05179667580120087,0.06908318470379393,0.10656981208718272,0.11573734856215318,0.17834534114287112,0.28382152226459306,0.21867672149143086,0.04861072823536805,0.027119660277031103,0.1849470799722668,0.10467553338849289,0.21464700284849844,0.8788937917259761,0.33749237871084675,0.02647254691396974,1.1507039689176854,0.062118279723221176,0.07373620825195418,0.12151120242303784,0.13932454923879561,0.17826892398480787,0.05302519769548164,0.2489345291260991,0.3040348849290924,0.03889866376441804,0.2499921204050049,0.7895483090568425,0.18134396560391813,0.5097081623252622,0.23252021984363147,0.12047047924599512,0.22412343903062143,0.14577207160179215,0.25101019444483397,0.0583324658333731,0.07472114473632463,0.1944966646035461,0.13230035733926643,0.07629706522280373,0.1808264167204408,0.3040577665871932,0.213124192919171,0.04842084667337904,0.038953245754078325,0.2760946109634197,0.28920779026538523,0.540955545573345,0.013737900092505532
0.260753338149293,0.23326254612290476,0.16090848466017088,1.0407878286049135,0.20346904507751318,0.14251529192096601,0.11058697485353786,0.14476853623885064,0.08983596997926448,0.0950388872934172,0.11689907565459709,0.031448414522609075,0.278140346477428,0.060972212176099445,0.051384292366512416,0.20975127492516335,0.271623933636349,0.23175265768797335,0.3238591782939999,0.18242590672968859,0.11232370427709673,0.05501814170104076,0.19901311224670637,0.46448272506678945,0.12518015913390793,0.17671274187839098,1.514367831341572,0.4417797467847272,0.14662313910643687,0.10762756277413368,0.09817826195057891,0.23129803276086897,0.09166102613186783,0.03177796950298517,0.03673022420077529,0.29154382997898676,0.11282049159979958,0.7243076162741025,0.11461182265084127,0.38104237121148044,0.1397836525975453,1.3835464136528537,0.07831054909931756,0.20405616374169183,0.04927536929207345,0.04025141058004216,0.07600214596166019,0.10253611047158762,0.10984501353068742,0.23093067717173732,0.12741228619944786,0.05680576289429842,0.03169162543732644,0.14257269270784365,0.08590748902953355,0.1901639278063254,0.6496802988511751,0.2203235668612175,0.07518665274708851,0.8506030028355926,0.06669690475654737,0.05258628079065936,0.18881189143459595,0.10740302657527909,0.10979794729555256,0.0408762615659798,0.38681042035979396,0.2495222397836167,0.029986346561739298,0.17294554046490718,0.5836359139346606,0.5132718184661148,0.5472778207593273,0.1396866602682238,0.07864617799769258,0.19855946234481803,0.11963552739173332,0.14625142774896363,0.16567438209660137,0.2122210900376309,0.1582517284318871,0.1362565391388482,0.2154449100288664,0.11137313744265699,0.8635771157849055,0.1642939703088503,0.03055013937211761,0.02269616108457407,0.19100334696613486,0.17374175189104984,0.35314947190611845,0.032140174787913145
0.26032826753792,0.24596794455395515,0.18548891341478346,0.32591699811621294,0.1200668352113094,0.1457557551363007,0.11103141920983194,0.09980227241626938,0.09771025969457617,0.08866371467392746,0.10271287719169761,0.08044844501046501,0.24249602892153926,0.05192694123519795,0.03604499676336762,0.3297986063652364,0.11529137330637602,0.36863201851896576,0.13318440436987145,0.2002749110914537,0.14087496824504941,0.06926144760836778,0.26672775786979114,0.19099742632749905,0.17093764216562357,0.23802536415671252,0.5310893377311755,0.4478680278145845,0.07101562917360903,0.18225412925869633,0.16579819507196358,0.21919032830133156,0.0818280821562932,0.09818977525053985,0.11438823571919031,0.2535623065276877,0.08841085099174822,0.25498675451205005,0.07837145665666173,0.4717551359239326,0.17130627878679938,0.3440310708724086,0.09200101076269146,0.08159637451201278,0.09390066520974263,0.05086794078469458,1.5149374864880734,0.13527903802131297,0.1133750620658218,0.22494056830206371,0.14951000152622426,0.1640010996709168,0.06253236515453589,0.19398151657787194,0.049403283886162316,0.18440655720853016,0.22404572696123515,0.3830609295021057,0.03506469367049357,0.29041139178631686,0.05809521584929901,0.05809122467696959,0.2040499445609324,0.14223201001307284,0.11647142874954097,0.06199169170152479,0.4264739956941861,0.17408938626373435,0.04453130508504402,0.25621954895304844,0.17452780396333678,0.11372601870894095,0.35311801157367195,0.09586855065175721,0.13756281385867847,0.16336985872169216,0.08006945414702117,0.17744168932166263,0.07316868286954697,0.08195083658677046,0.152585885581846,0.11252282427300583,0.09761995715695831,0.1276572703196782,0.19749900402903692,0.22773994698653394,0.08154365158327787,0.023460330968189384,0.26988002736436423,0.1809723307790524,0.5474284591119345,0.022376420943285187
0.16666263216876642,0.17409213230913534,0.16663019693134346,0.16744057087303113,0.09923089611848246,0.18046701139434368,0.08710550303002876,0.06250850892101498,0.10402967500960689,0.09327713921956347,0.10805731950986294,0.02561570668564439,0.25511378508210836,0.05528531842844397,0.04968595687468347,0.82956092013197,0.123743336033264,0.7597349824657373,0.1429480977777517,0.14175134236764525,0.15877511490749224,0.016647893768388818,0.30722513321178513,0.20499936838054142,0.19689116837580564,0.598718540022925,0.2728483092574986,0.2867259290961951,0.1467026864027851,0.37561804385025227,0.1909713971056725,0.27138978792361046,0.10131517222814103,0.0391630132183837,0.0456237727000359,0.11517988385276927,0.10413362845390843,0.190914211423238,0.0490858853107365,0.21429329345816098,0.12124781302709614,0.1767467153842527,0.08264723890526662,0.11278544979646422,0.06355314501563683,0.061521432734076786,1.3609133131730506,0.1061280558253137,0.08024503494352635,0.23664486405518553,0.18082252515193004,0.14224272446240002,0.054236063078278184,0.4879325815061926,0.030942437849964213,0.14466919401731304,0.11510398242768516,0.7894723570888577,0.03763527181032709,0.14919948793647606,0.03127394754096341,0.05218507149406205,0.09268904844942266,0.3577641470321915,0.08243659319457068,0.15593117683312033,0.19372447728116488,0.10903627433383681,0.11201208770456629,0.399270523352547,0.08966404114466424,0.08514918048065051,0.1900912839083217,0.11869933236359062,0.2835111350195522,0.12816564739215375,0.0501493810479006,0.2146040666365686,0.0785326486429922,0.08795861840430533,0.1605253619781344,0.13253361826053744,0.2016613825449654,0.09035375091261708,0.21197757404498274,0.5728470537068631,0.025964433007523137,0.028373729136936355,0.4205578388084481,0.22407029931835792,1.1282268763727954,0.03084461050993194
0.20826769715804605,0.15666068294755625,0.19010117725550563,0.12395334870948019,0.12806976661942795,0.11413954962153633,0.11978303955410957,0.07394591661976051,0.0959303792474332,0.10147276136564037,0.12988035337872741,0.05908310611210449,0.26488025519020364,0.0494416065561622,0.06004518730789211,0.24520785260177186,0.24267324474525037,0.538793096404963,0.2869438630345836,0.13314044986332674,0.12365165799024294,0.034066073198146245,0.21047907185424777,0.41573163673830765,0.1312202775511658,0.1648893260255262,0.19220696425680045,0.3445965266929165,0.24379869941121413,0.2930211915216864,0.10928980682741994,0.1880821428344877,0.07057302030676975,0.024662739137258267,0.027226293238561784,0.07865173445808782,0.07581576124847364,0.36005276870375436,0.05882569784509639,0.15576138337007983,0.13492077086462137,0.12912125652335227,0.08874173359168183,0.1349196739183819,0.09317661808025654,0.13930057084082684,0.48487018095756373,0.12481224988054809,0.07149236129600442,0.26327082397320106,0.1735521947043751,0.17586664168522917,0.08074612178299273,0.1542197267605927,0.03765800835640949,0.21634062836261442,0.09179384953132967,0.563224995336278,0.07484753040505103,0.11818599419052878,0.02702627670838846,0.05841764756031741,0.07630698768957798,0.10637159602954882,0.07258174255719363,0.04584350664805995,0.15719301540538191,0.13664699170438216,0.03287128020301547,0.20868684208959992,0.05708934381747198,0.1576124351862659,0.12714758758949457,0.08546933288860908,0.19627481884960862,0.14811856759187264,0.06115706676016929,0.21108317350988215,0.1632441935122722,0.2010266590481406,0.1804513184056608,0.08057900001595975,0.2438887565439845,0.08317411366284315,0.4368602538531846,0.16636706816333552,0.054159958876700144,0.019526891919560214,0.2534063658665764,0.15473492996293894,0.47177833726007795,0.03765317498401395
0.29262524038403215,0.18327746928900568,0.2718214628263691,0.09370133405744446,0.10651736537618861,0.09301794378000047,0.15129360132678388,0.07238624475977284,0.1116677018917561,0.045119677013626014,0.05775106063929483,0.06714514242642505,0.11777851908852899,0.05755247321312701,0.034143582093517554,0.18933972499897717,0.09121607025903691,1.8042597813504953,0.10785651956991985,0.15576112813908105,0.09350108270166621,0.0315578703168618,0.1981323230346477,0.15626529502844208,0.12352286710228104,0.12732096184392025,0.14529699401833346,0.4841732195391568,0.18223165008518322,0.9812418801829128,0.10287884263248478,0.15327740687789926,0.057513432084204674,0.04645807181829124,0.05128712912152125,0.06285898605885855,0.07976180330215903,0.116805003721311,0.05758494257736582,0.1244855271562489,0.15784392722753252,0.09760796394269797,0.12688983933128314,0.13725021226034584,0.06258593126681541,0.15643927824795567,0.6933051324118203,0.1576458140018765,0.0836389756848774,0.11706288845317908,0.19490501664149504,0.15870368506004795,0.07286604758282962,0.11908232279041223,0.03686372330834267,0.2732519804149214,0.0693906719657351,1.8860750327297737,0.028133705466004657,0.08934155823828058,0.05132288594220942,0.08353010036007476,0.06098504894292814,0.08213590440207431,0.08491344377020077,0.03539852761497464,0.12562969694180431,0.13376482487954983,0.025381891680732807,0.244544570226002,0.043156136819659116,0.0511311748684373,0.24145320519334768,0.06965317129696041,0.6572667023855743,0.18708317636418031,0.05986713811467417,0.23705358215585864,0.061360261780925796,0.07556194287064495,0.08023734737845939,0.08477295807258078,0.18229896488196562,0.09730546794300052,0.16420712407206028,0.12846201539103735,0.0615502195447426,0.02192936367656672,0.29694805006809405,0.12610111975927413,1.5798470420470807,0.021410779594308732
0.14418392205493955,0.5087156747080614,0.23448209458291516,0.07370731173478295,0.0971699670423418,0.05737910973648518,0.08929004584280553,0.04579884715607486,0.12562973049480605,0.0585842780804207,0.07455983884394679,0.024399980995531118,0.15520656268733277,0.07146062150893392,0.03327267849828073,0.5521190435879336,0.2581060889431225,1.848901932182145,0.33286381750758093,0.42579545298162325,0.1066634012037169,0.02363086461260366,0.20484239008021782,0.46313512168469007,0.13261735035976813,0.3428292405097463,0.11304923787732574,0.25065762985539064,0.13881150571539339,1.3504171110603171,0.0959564223822072,0.08663234847216769,0.03145483374825321,0.060352614038003925,0.06776483627695695,0.0951988385677327,0.053140380694269095,0.3169464048767456,0.03550066046883267,0.20388120605692717,0.4157048258180096,0.06648669893035208,0.10959473283138847,0.09690486430318807,0.06018908985727242,0.06583259250894363,0.2572395163430514,0.0643926398358702,0.24673609606611852,0.1526127002838391,0.20841893833432681,0.22201533980881094,0.09912829689221193,0.3923299720821818,0.018113202488993074,0.14558816002453995,0.047552384539982145,1.879190240583683,0.08763614516366566,0.061883085454172496,0.050754502572260454,0.07365172001017795,0.10763453209841906,0.2614629204564136,0.2487251376107166,0.11403970428508534,0.21055485713712108,0.08216032989984363,0.08044056819955844,0.21357095762248696,0.02817594213237161,0.12543562071331224,0.3648463459263299,0.03708862026858456,0.6871520555895484,0.08938747920569406,0.03642740239697914,0.22849805442750207,0.184888955497317,0.20819339567198847,0.11402840971065803,0.051940502930053534,0.11625721240693543,0.26497147465278353,0.4150580700968815,0.49851823047046745,0.023456126811021452,0.01889412608426015,0.24479049830625021,0.0708082775449108,1.4115493957817402,0.02123997634659531
0.20687026683884063,0.4088684948350678,0.21322491447147013,0.11490537494346031,0.09589509894531237,0.05924923062893765,0.1049793905941738,0.16766316193558992,0.09493643284586424,0.03514475358384312,0.044728504801654564,0.04515749726920649,0.09310853660693327,0.05400167992310634,0.06072190367053853,0.1282591136989977,0.274284054860938,0.10650273854521289,0.35372756201264866,0.34222327839243477,0.17291421786573166,0.029069502443719877,0.2561520828643682,0.4921642090829705,0.16583584337843982,0.07964038742829109,0.17623712979938327,0.35963518008351747,0.44404533753352327,0.07778839861803437,0.11999194818899525,0.08945590160124325,0.03248002117328262,0.10976535276524964,0.12324621356642024,0.12190457668942689,0.07880692329051889,0.41755681502607017,0.12996294349336654,0.26107516113882206,0.33411316945447794,0.10364886317974145,0.09965932612493425,0.05677149233761283,0.08613735373649259,0.0674883971135804,0.2339192421856076,0.07570720817660379,0.19830844858068997,0.09155247655143443,0.21366103840414558,0.13715205570194586,0.06123743390302493,0.09113957412120835,0.06630989622369463,0.17116976671744802,0.07413137782969428,0.1082474431909907,0.09312913672938941,0.09647209984208802,0.10767789804456086,0.06697475868160002,0.13782880411179374,0.060738717188533575,0.19990709486374564,0.026491807460670057,0.26962094407214166,0.3007774551559163,0.01868661496562917,0.30434840738040275,0.04392464083827889,0.16525348598365402,0.7740374872683193,0.03829742612066303,0.039582183588766764,0.1050939441814526,0.1333556158338255,0.23424517931279654,0.1964777065913496,0.22124285790392334,0.06840573089144057,0.07702751046571141,0.3718962117577507,0.21296471369333084,0.4410737109499778,0.11580746425159566,0.043410688828358496,0.01936934633275113,0.34883768434963525,0.07311608677728565,0.08130981618109193,0.03876248789976798
