House 55,House 76,House 31,House 30,House 6,House 73,House 90,House 41,House 26,House 40,House 35,House 36,House 28,House 66,House 24,House 3,House 29,House 57,House 54,House 13,House 27,House 17,House 74,House 49,House 86,House 83,House 79,House 51,House 42,House 7,House 39,House 88,House 19,House 20,House 87,House 12,House 81,House 54,House 83,House 74,House 85,House 87,House 43,House 46,House 86,House 69,House 50,House 49,House 18,House 76,House 34,House 60,House 91,House 22,House 92,House 25,House 53,House 89,House 79,House 44,House 70,House 39,House 11,House 19,House 14,House 27,House 4,House 20,House 29,House 71,House 71,House 11,House 21,House 62,House 46,House 59,House 87,House 26,House 7,House 42,House 64,House 74,House 38,House 70,House 50,House 41,House 3,House 14,House 32,House 56,House 57,House 44,House 52,House 2,House 51,House 16,House 83,House 60,House 73,House 34,House 28,House 4,House 69,House 5,House 6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0069679894712113,0.0,0.0048556093444864,0.0,0.0043545434447238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068126653066548,0.0,0.0,0.0,0.0,0.0,0.0073795279088516,0.0,0.0,0.0,0.0,0.0,0.0,0.0023027403565832,0.0,0.0,0.0,0.0,0.0,0.0086377602221149,0.0,0.0,0.0019684745870886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032493999971281,0.0,0.0128173567468231,0.0063659217121525,0.0,0.0,0.0104387512755032,0.0,0.0,0.0,0.0058613180886555,0.0,0.0165359197358311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110299414890439,0.0,0.015408066312569,0.0,0.0159239897185227,0.0,0.0,0.0114603149420582,0.0,0.0,0.0,0.0114130122085415,0.0
0.0,0.0,0.0450864994873271,0.063286005338796,0.0364767476206018,0.005386303852924,0.0323694716873103,0.0073532605916578,0.1077083281200689,0.0,0.0044147485947846,0.1209335637269849,0.0127295466386229,0.0,0.0095914588515287,0.0,0.0,0.0406370366219414,0.0,0.0062645276479456,0.0,0.226262484580094,0.0,0.05686938846963,0.1697166862594602,0.0,0.0,0.1679676137116268,0.1198624853450134,0.0,0.0157583334000041,0.0,0.0,0.0078309929209639,0.0,0.0,0.0524450069659385,0.1514411687822189,0.0,0.0143596830950051,0.0,0.0845912286455184,0.0044373555825092,0.0,0.2058191387590133,0.0,0.0,0.0076643934212688,0.0029932613590719,0.0,0.1517761864782355,0.0,0.0,0.0,0.0,0.0051489120222541,0.0376061827825912,0.0,0.0,0.0085832843444856,0.005225227747049,0.0024995478903092,0.0,0.008283060004422,0.0,0.0,0.0,0.1622565415763558,0.0286657316933194,0.0,0.095004162902907,0.0439433914340828,0.0,0.0734349529231037,0.0986792869708488,0.1220805985404155,0.1727918725329019,0.0086831408373682,0.042699845257026,0.2517817666809731,0.1161445662794609,0.0,0.0,0.0,0.2647664465912953,0.2970608177769723,0.1957443953069935,0.0137140827924016,0.0,0.1488003943039063,0.0117967681741275,0.326786379654526,0.0761568962649531,0.3668448728161477,0.1371727142425565,0.4436332923940234,0.1277096417367545,0.0050845810760327,0.0,0.0796410340998769,0.0,0.2222693231750417,0.0989683040558997,0.0915850195602328,0.2437226870092077
0.0,0.0,0.1337058205081981,0.099747188898544,0.0936643766668092,0.6038961663337876,0.0778294189309347,0.7155204212111347,0.1304539271464813,0.0,0.4404799960352042,0.1499445646199273,1.3014590400657042,0.0,1.0476282828891563,0.0,0.0,0.1214881792946941,0.0,0.5555746123641594,0.0,0.2540138210069942,0.0,0.1521204982316389,0.2248440773879551,0.0,0.0,0.1897904630728651,0.1754840312360316,0.0,0.0505253843640239,0.0,0.0,0.9118936737741776,0.0,0.0,0.1402304815102587,0.2213532643483826,0.0,0.0369208838380593,0.0,0.1203058962185913,0.5733321448614075,0.0,0.2050760515711183,0.0,0.0,0.7144963314634167,0.2886819229484292,0.0,0.1807609937568384,0.0,0.0,0.0,0.0,0.7940665812222372,0.065951503201126,0.0,0.0,0.9464455771070478,0.6137829942440494,0.2233302703651536,0.0,1.0359941627977998,0.0,0.0,0.0,0.2278279129735218,0.0789366211293574,0.0,0.3056376067079158,0.1385612294134883,0.0,0.0961648626483065,0.2388826015934788,0.1384366146998724,0.2926366485092274,1.0856353520883644,0.1081608370784215,0.3371255983352526,0.3555786892128011,0.0,0.0,0.0,0.4450851410940454,0.3763014291579185,0.2225642946675756,1.165327840688524,0.0,0.1940648162481627,1.257441599902373,0.3898513359187866,0.1699328380989431,0.4958638516302941,0.2599401986561076,0.4309904880518167,0.346702695619813,0.6190804437284532,0.0,0.3174998783199256,0.0,0.3288121261358813,0.1000591965461389,0.2174083804665986,0.2615621555109281
0.0,0.0,0.2291735686665314,0.1310031456333615,0.1268635643656705,0.7346023234256733,0.1446357796421837,0.9078875475731526,0.1851958452648724,0.0,0.6098959545746219,0.1922539289256412,1.6487462525215169,0.0,1.444208749627771,0.0,0.0,0.2634244892599279,0.0,0.7284292683118208,0.0,0.2826090964127287,0.0,0.2415184592960017,0.3189832810104843,0.0,0.0,0.3410667927489862,0.2492073633180807,0.0,0.0836512517270566,0.0,0.0,1.0853823825375124,0.0,0.0,0.2480964500446862,0.2670894541700864,0.0,0.0629868476762936,0.0,0.1510049665005655,0.6507660197255583,0.0,0.3198499383352903,0.0,0.0,1.002130390518461,0.4100822325503894,0.0,0.2606103691795694,0.0,0.0,0.0,0.0,0.8367626606969687,0.0726820819431369,0.0,0.0,1.1003948469336788,0.906462952968828,0.3586068828416543,0.0,1.2165340414018555,0.0,0.0,0.0,0.268216705253076,0.1571238585435213,0.0,0.3968378651755209,0.2344959789640533,0.0,0.1011443235244487,0.427350296214474,0.221596594991622,0.2966932076401352,1.3974842408030312,0.1482569820695835,0.3955190487669764,0.4847384133185113,0.0,0.0,0.0,0.4605933914333089,0.5847136596012619,0.3969706906487096,1.5853961233294385,0.0,0.2767129337321196,1.6839098809560011,0.5058237835153712,0.3446424676942091,0.5577230872797057,0.5198678518287838,0.682868698339373,0.5746641481485286,0.7520027920845322,0.0,0.4597443793047651,0.0,0.4092653463584221,0.1608552340586491,0.4456684326116091,0.2979139564104182
0.0229706997963923,0.0,0.353923186293928,0.2188592748804127,0.2687857968497514,1.4053701116307804,0.2265757100638746,1.473806292610258,0.2166396401754032,0.0395771067465659,0.9495296565575836,0.310668257639257,2.766201257982269,0.0,2.710621357391335,0.0,0.0268078441536618,0.3527940356320625,0.0,1.3570855687269192,0.0,0.5850969341596245,0.0102533806298161,0.3668607317863029,0.4142707575797614,0.0,0.0,0.4336068487931234,0.3483308986778288,0.0,0.1280175492768133,0.0050126105806429,0.0,2.059414872935836,0.0234950328105485,0.0,0.3554864281496303,0.399085442688008,0.0395872264544026,0.0973200776192033,0.0,0.2427467954751936,1.0198888677404798,0.0341820196281754,0.5692379456474338,0.0128129645929866,0.0397691061783659,1.859010052796635,0.6619839356846656,0.0241605252670058,0.3026180819764445,0.0175935604089116,0.0,0.0,0.0,1.466950940095377,0.1024136432547365,0.0257135025136211,0.0,2.1090491292708244,1.3126299822370686,0.4923848000185064,0.0186608769015328,2.764913977326956,0.0,0.0,0.0,0.5034609429524418,0.2040671090576375,0.0437482761175695,0.6993796261556628,0.3763114109449187,0.0665156467837765,0.1967915194630797,0.6295077681956506,0.3221365324592706,0.3960887341415401,2.249800023976464,0.3783992569459083,0.6158105813290726,0.8174794557942073,0.0,0.0710607409231436,0.0702531482148177,0.7691121755141789,0.772626565238985,0.6394374876562715,2.6956405581222804,0.0,0.4195380339682437,2.9890228518845663,0.9870281997443195,0.5409527988879633,0.9866390896113928,0.8541701942111332,0.8820122740788523,0.8168725140004458,1.3598558500717923,0.0,0.7077054070545289,0.0,0.6020848960284918,0.3170518412818082,0.7474494321434842,0.5404136554703586
0.0340418072998677,0.0008404326173898,0.5175346226061779,0.0,0.4123071056689127,1.2563547302171625,0.4205811594668664,1.3200114311991544,0.0,0.0659470785038486,0.9198431439712804,0.0,2.890933444857156,0.0003163604335193,1.673803471082426,0.0009863116645071,0.0377595318714467,0.602009922484553,0.001469873593124,1.213206982389208,0.0012630278362552,0.0,0.0148901851080104,0.7606778539999725,0.0,0.001329874026293,0.0007504847501289,0.0,0.0,0.0007674441143344,0.2006105621337394,0.0099807046842234,0.0024522778066709,1.910544330559965,0.0344597001311188,0.000807205135695,0.7338794632040757,0.0,0.0756951490325638,0.1441101179270848,0.0023790086039141,0.0,1.2286381688746262,0.0528908009718001,0.0,0.0172484833056877,0.0509246625912132,1.5992097021188862,0.655919109187369,0.0405326265125125,0.0,0.0293836534880075,0.0014456246786887,0.0008445435407493,0.0002359261125383,1.481533830263737,0.0,0.0357160286780071,0.0005473167760801,1.7471655079670323,1.2472050233854783,0.5325933900619025,0.0344640024766192,2.329908660148297,0.0013511082308038,0.0014160685608664,0.0011822576173247,0.0,0.3465081100135843,0.0780405986480953,1.0812972176089417,0.7271444226678648,0.1000422726654124,0.0,1.169468443451863,0.0,0.0,2.1615017846370623,0.547433880186295,0.0,1.4746703269658574,0.0008520423260565,0.1014839769220588,0.0952348549231389,0.0,0.0,0.0,2.046602688985833,0.0026103701418293,0.0,3.1319296007977613,0.0,0.9773974292172308,0.0,1.3970600623872846,0.0,1.6209042895096644,1.2994626282777917,0.0023286042970807,1.2237032650884212,0.0072342261569465,0.0,0.0,0.935363340143262,0.0
